state,district,category,feature,value
Punjab,PATHANKOT,School Profile,num_schools,798
Punjab,PATIALA,School Profile,num_schools,2000
Punjab,RUPNAGAR,School Profile,num_schools,1006
Punjab,SANGRUR,School Profile,num_schools,1563
Punjab,TARAN TARAN,School Profile,num_schools,1154
Rajasthan,AJMER,School Profile,num_schools,3337
Rajasthan,ALWAR,School Profile,num_schools,5219
Rajasthan,BANSWARA,School Profile,num_schools,3820
Rajasthan,BARAN,School Profile,num_schools,2202
Rajasthan,BARMER,School Profile,num_schools,5662
Rajasthan,BHARATPUR,School Profile,num_schools,3218
Rajasthan,BHILWARA,School Profile,num_schools,4058
Rajasthan,BIKANER,School Profile,num_schools,3457
Rajasthan,BUNDI,School Profile,num_schools,1868
Rajasthan,CHITTAURGARH,School Profile,num_schools,2597
Rajasthan,CHURU,School Profile,num_schools,2578
Rajasthan,DAUSA,School Profile,num_schools,2574
Rajasthan,DHAULPUR,School Profile,num_schools,1831
Rajasthan,DUNGARPUR,School Profile,num_schools,3122
Rajasthan,GANGANAGAR,School Profile,num_schools,3026
Rajasthan,HANUMANGARH,School Profile,num_schools,2057
Rajasthan,JAIPUR,School Profile,num_schools,9112
Rajasthan,JAISALMER,School Profile,num_schools,1622
Rajasthan,JALOR,School Profile,num_schools,2732
Rajasthan,JHALAWAR,School Profile,num_schools,2251
Rajasthan,JHUNJHUNU,School Profile,num_schools,2781
Rajasthan,JODHPUR,School Profile,num_schools,5776
Rajasthan,KARAULI,School Profile,num_schools,2171
Rajasthan,KOTA,School Profile,num_schools,2329
Rajasthan,NAGAUR,School Profile,num_schools,4839
Rajasthan,PALI,School Profile,num_schools,2931
Rajasthan,PRATAPGARH (RAJ.),School Profile,num_schools,2007
Rajasthan,RAJSAMAND,School Profile,num_schools,2233
Rajasthan,SAWAI MADHOPUR,School Profile,num_schools,1975
Rajasthan,SIKAR,School Profile,num_schools,3530
Rajasthan,SIROHI,School Profile,num_schools,1414
Rajasthan,TONK,School Profile,num_schools,2478
Rajasthan,UDAIPUR,School Profile,num_schools,5433
Sikkim,EAST SIKKIM,School Profile,num_schools,445
Sikkim,NORTH SIKKIM,School Profile,num_schools,111
Sikkim,SOUTH SIKKIM,School Profile,num_schools,370
Sikkim,WEST SIKKIM,School Profile,num_schools,351
Tamilnadu,ARIYALUR,School Profile,num_schools,783
Tamilnadu,CHENNAI,School Profile,num_schools,1466
Tamilnadu,COIMBATORE,School Profile,num_schools,2046
Tamilnadu,CUDDALORE,School Profile,num_schools,2223
Tamilnadu,DHARMAPURI,School Profile,num_schools,1625
Tamilnadu,DINDIGUL,School Profile,num_schools,1976
Tamilnadu,ERODE,School Profile,num_schools,1763
Tamilnadu,KANCHEEPURAM,School Profile,num_schools,2610
Tamilnadu,KANNIYAKUMARI,School Profile,num_schools,1229
Tamilnadu,KARUR,School Profile,num_schools,1060
Tamilnadu,KRISHNAGIRI,School Profile,num_schools,2054
Tamilnadu,MADURAI,School Profile,num_schools,2250
Tamilnadu,NAGAPATTINAM,School Profile,num_schools,1540
Tamilnadu,NAMAKKAL,School Profile,num_schools,1371
Tamilnadu,PERAMBALUR,School Profile,num_schools,519
Tamilnadu,PUDUKKOTTAI,School Profile,num_schools,1958
Tamilnadu,RAMANATHAPURAM,School Profile,num_schools,1529
Tamilnadu,SALEM,School Profile,num_schools,2454
Tamilnadu,SIVAGANGAI,School Profile,num_schools,1606
Tamilnadu,THANJAVUR,School Profile,num_schools,2062
Tamilnadu,THE NILGIRIS,School Profile,num_schools,708
Tamilnadu,THENI,School Profile,num_schools,940
Tamilnadu,THOOTHUKKUDI,School Profile,num_schools,1864
Tamilnadu,TIRUCHIRAPPALLI,School Profile,num_schools,2109
Tamilnadu,TIRUNELVELI,School Profile,num_schools,2830
Tamilnadu,TIRUPPUR,School Profile,num_schools,1919
Tamilnadu,TIRUVALLUR,School Profile,num_schools,2535
Tamilnadu,TIRUVANNAMALAI,School Profile,num_schools,2536
Tamilnadu,TIRUVARUR,School Profile,num_schools,1280
Tamilnadu,VELLORE,School Profile,num_schools,3338
Tamilnadu,VILLUPURAM,School Profile,num_schools,2978
Tamilnadu,VIRUDHUNAGAR,School Profile,num_schools,1736
Telangana,ADILABAD,School Profile,num_schools,1456
Telangana,BHADRADRI,School Profile,num_schools,1722
Telangana,HYDERABAD,School Profile,num_schools,3138
Telangana,JAGTIAL,School Profile,num_schools,1179
Telangana,JANGAON,School Profile,num_schools,666
Telangana,JAYASHANKAR,School Profile,num_schools,550
Telangana,JOGULAMBA,School Profile,num_schools,632
Telangana,KAMAREDDY,School Profile,num_schools,1292
Telangana,KARIMNAGAR,School Profile,num_schools,1064
Telangana,KHAMMAM,School Profile,num_schools,1696
Telangana,KOMARAM BHEEM,School Profile,num_schools,1279
Telangana,MAHABUBABAD,School Profile,num_schools,1237
Telangana,MAHABUBNAGAR,School Profile,num_schools,1225
Telangana,MANCHERIAL,School Profile,num_schools,1088
Telangana,MEDAK,School Profile,num_schools,1091
Telangana,MEDCHAL,School Profile,num_schools,2025
Telangana,MULUGU,School Profile,num_schools,569
Telangana,NAGARKURNOOL,School Profile,num_schools,1152
Telangana,NALGONDA,School Profile,num_schools,2105
Telangana,NARAYANAPET,School Profile,num_schools,679
Telangana,NIRMAL,School Profile,num_schools,1071
Telangana,NIZAMABAD,School Profile,num_schools,1809
Telangana,PEDDAPALLI,School Profile,num_schools,792
Telangana,RAJANNA,School Profile,num_schools,677
Telangana,RANGAREDDY,School Profile,num_schools,2898
Telangana,SANGAREDDY,School Profile,num_schools,1818
Telangana,SIDDIPET,School Profile,num_schools,1317
Telangana,SURYAPET,School Profile,num_schools,1317
Telangana,VIKARABAD,School Profile,num_schools,1326
Telangana,WANAPARTHY,School Profile,num_schools,743
Telangana,WARANGAL RURAL,School Profile,num_schools,890
Telangana,WARANGAL URBAN,School Profile,num_schools,1112
Telangana,YADADRI,School Profile,num_schools,960
Tripura,DHALAI,School Profile,num_schools,885
Tripura,GOMATI,School Profile,num_schools,612
Tripura,KHOWAI,School Profile,num_schools,496
Tripura,NORTH TRIPURA,School Profile,num_schools,533
Tripura,SEPAHIJALA,School Profile,num_schools,657
Tripura,SOUTH TRIPURA,School Profile,num_schools,671
Tripura,UNAKOTI,School Profile,num_schools,379
Tripura,WEST TRIPURA,School Profile,num_schools,707
Uttar Pradesh,AGRA,School Profile,num_schools,5112
Uttar Pradesh,ALIGARH,School Profile,num_schools,4264
Uttar Pradesh,ALLAHABAD,School Profile,num_schools,5695
Uttar Pradesh,AMBEDKAR NAGAR,School Profile,num_schools,3859
Uttar Pradesh,AMETHI - CSM NAGAR,School Profile,num_schools,2483
Uttar Pradesh,AURAIYA,School Profile,num_schools,2377
Uttar Pradesh,AZAMGARH,School Profile,num_schools,5998
Uttar Pradesh,BAGHPAT,School Profile,num_schools,1083
Uttar Pradesh,BAHRAICH,School Profile,num_schools,4035
Uttar Pradesh,BALLIA,School Profile,num_schools,3823
Uttar Pradesh,BALRAMPUR,School Profile,num_schools,2885
Uttar Pradesh,BANDA,School Profile,num_schools,2379
Uttar Pradesh,BARABANKI,School Profile,num_schools,4112
Uttar Pradesh,BAREILLY,School Profile,num_schools,4779
Uttar Pradesh,BASTI,School Profile,num_schools,3543
Uttar Pradesh,BHADOI,School Profile,num_schools,1836
Uttar Pradesh,BIJNOR,School Profile,num_schools,5071
Uttar Pradesh,BUDAUN,School Profile,num_schools,3550
Uttar Pradesh,BULANDSHAHR,School Profile,num_schools,3783
Uttar Pradesh,CHANDAULI,School Profile,num_schools,2086
Uttar Pradesh,CHITRAKOOT,School Profile,num_schools,1723
Uttar Pradesh,DEORIA,School Profile,num_schools,4108
Uttar Pradesh,ETAH,School Profile,num_schools,3328
Uttar Pradesh,ETAWAH,School Profile,num_schools,3216
Uttar Pradesh,FAIZABAD,School Profile,num_schools,3724
Uttar Pradesh,FARRUKHABAD,School Profile,num_schools,2802
Uttar Pradesh,FATEHPUR,School Profile,num_schools,3719
Uttar Pradesh,FIROZABAD,School Profile,num_schools,3629
Uttar Pradesh,GAUTAM BUDDHA NAGAR,School Profile,num_schools,1573
Uttar Pradesh,GHAZIABAD,School Profile,num_schools,2151
Uttar Pradesh,GHAZIPUR,School Profile,num_schools,5918
Uttar Pradesh,GONDA,School Profile,num_schools,4590
Uttar Pradesh,GORAKHPUR,School Profile,num_schools,4580
Uttar Pradesh,HAMIRPUR (U.P.),School Profile,num_schools,1781
Uttar Pradesh,HAPUR (PANCHSHEEL NAGAR),School Profile,num_schools,1169
Uttar Pradesh,HARDOI,School Profile,num_schools,5465
Uttar Pradesh,HATHRAS,School Profile,num_schools,2297
Uttar Pradesh,JALAUN,School Profile,num_schools,2625
Uttar Pradesh,JAUNPUR,School Profile,num_schools,6028
Uttar Pradesh,JHANSI,School Profile,num_schools,2667
Uttar Pradesh,Jyotiba Phule Nagar (AMROHA),School Profile,num_schools,3216
Uttar Pradesh,KANNAUJ,School Profile,num_schools,2718
Uttar Pradesh,KANPUR DEHAT,School Profile,num_schools,2670
Uttar Pradesh,KANPUR NAGAR,School Profile,num_schools,4687
Uttar Pradesh,KANSHIRAM NAGAR,School Profile,num_schools,2381
Uttar Pradesh,KAUSHAMBI,School Profile,num_schools,2171
Uttar Pradesh,KHERI,School Profile,num_schools,4551
Uttar Pradesh,KUSHINAGAR,School Profile,num_schools,4562
Uttar Pradesh,LALITPUR,School Profile,num_schools,1963
Uttar Pradesh,LUCKNOW,School Profile,num_schools,4143
Uttar Pradesh,MAHARAJGANJ,School Profile,num_schools,3244
Uttar Pradesh,MAHOBA,School Profile,num_schools,1436
Uttar Pradesh,MAINPURI,School Profile,num_schools,3562
Uttar Pradesh,MATHURA,School Profile,num_schools,3050
Uttar Pradesh,MAU,School Profile,num_schools,2840
Uttar Pradesh,MEERUT,School Profile,num_schools,3042
Uttar Pradesh,MIRZAPUR,School Profile,num_schools,3306
Uttar Pradesh,MORADABAD,School Profile,num_schools,4381
Uttar Pradesh,MUZAFFARNAGAR,School Profile,num_schools,2854
Uttar Pradesh,PILIBHIT,School Profile,num_schools,2533
Uttar Pradesh,PRATAPGARH,School Profile,num_schools,4874
Uttar Pradesh,RAE BARELI,School Profile,num_schools,3452
Uttar Pradesh,RAMPUR,School Profile,num_schools,3150
Uttar Pradesh,SAHARANPUR,School Profile,num_schools,4362
Uttar Pradesh,SAMBHAL (BHIM NAGAR),School Profile,num_schools,2421
Uttar Pradesh,SANT KABIR NAGAR,School Profile,num_schools,2281
Uttar Pradesh,SHAHJAHANPUR,School Profile,num_schools,4324
Uttar Pradesh,SHAMLI (PRABUDH NAGAR),School Profile,num_schools,1407
Uttar Pradesh,SHRAWASTI,School Profile,num_schools,1487
Uttar Pradesh,SIDDHARTHNAGAR,School Profile,num_schools,3442
Uttar Pradesh,SITAPUR,School Profile,num_schools,5850
Uttar Pradesh,SONBHADRA,School Profile,num_schools,2788
Uttar Pradesh,SULTANPUR,School Profile,num_schools,3556
Uttar Pradesh,UNNAO,School Profile,num_schools,4438
Uttar Pradesh,VARANASI,School Profile,num_schools,3364
Uttarakhand,ALMORA,School Profile,num_schools,2058
Uttarakhand,BAGESHWAR,School Profile,num_schools,909
Uttarakhand,CHAMOLI,School Profile,num_schools,1581
Uttarakhand,CHAMPAWAT,School Profile,num_schools,815
Uttarakhand,DEHRADUN,School Profile,num_schools,2543
Uttarakhand,HARDWAR,School Profile,num_schools,2260
Uttarakhand,NAINITAL,School Profile,num_schools,1938
Uttarakhand,PAURI,School Profile,num_schools,2470
Uttarakhand,PITHORAGARH,School Profile,num_schools,1785
Uttarakhand,RUDRAPRAYAG,School Profile,num_schools,966
Uttarakhand,TEHRI GARHWAL,School Profile,num_schools,2290
Uttarakhand,UDHAM SINGH NAGAR,School Profile,num_schools,2299
Uttarakhand,UTTARKASHI,School Profile,num_schools,1381
West Bengal,ALIPURDUAR,School Profile,num_schools,2020
West Bengal,BANKURA,School Profile,num_schools,5251
West Bengal,BIRBHUM,School Profile,num_schools,4235
West Bengal,COOCH BIHAR,School Profile,num_schools,3607
West Bengal,DAKSHIN DINAJPUR,School Profile,num_schools,2333
West Bengal,DARJEELING,School Profile,num_schools,1266
West Bengal,HOOGHLY,School Profile,num_schools,4680
West Bengal,HOWRAH,School Profile,num_schools,3691
West Bengal,JALPAIGURI,School Profile,num_schools,2748
West Bengal,JHARGRAM,School Profile,num_schools,2498
West Bengal,KALIMPONG,School Profile,num_schools,542
West Bengal,KOLKATA,School Profile,num_schools,2421
West Bengal,MALDAH,School Profile,num_schools,4596
West Bengal,MURSHIDABAD,School Profile,num_schools,7160
West Bengal,NADIA,School Profile,num_schools,4563
West Bengal,NORTH 24 PARGANAS,School Profile,num_schools,6563
West Bengal,PASCHIM BARDHAMAN,School Profile,num_schools,1994
West Bengal,PASCHIM MEDINIPUR,School Profile,num_schools,7088
West Bengal,PURBA BARDHAMAN,School Profile,num_schools,5097
West Bengal,PURBA MEDINIPUR,School Profile,num_schools,6738
West Bengal,PURULIA,School Profile,num_schools,4842
West Bengal,SILIGURI,School Profile,num_schools,1139
West Bengal,SOUTH 24 PARGANAS,School Profile,num_schools,7397
West Bengal,UTTAR DINAJPUR,School Profile,num_schools,3286
Andaman & Nicobar Islands,ANDAMANS,infrastructure,drinking_water,1.76
Andaman & Nicobar Islands,MIDDLE AND NORTH ANDAMANS,infrastructure,drinking_water,1.84
Andaman & Nicobar Islands,NICOBARS,infrastructure,drinking_water,0.58
Andhra Pradesh,ANANTAPUR,infrastructure,drinking_water,52.26
Andhra Pradesh,CHITTOOR,infrastructure,drinking_water,63.77
Andhra Pradesh,EAST GODAVARI,infrastructure,drinking_water,62.9
Andhra Pradesh,GUNTUR,infrastructure,drinking_water,50.9
Andhra Pradesh,KADAPA,infrastructure,drinking_water,47.0
Andhra Pradesh,KRISHNA,infrastructure,drinking_water,46.46
Andhra Pradesh,KURNOOL,infrastructure,drinking_water,45.66
Andhra Pradesh,NELLORE,infrastructure,drinking_water,46.46
Andhra Pradesh,PRAKASAM,infrastructure,drinking_water,45.61
Andhra Pradesh,SRIKAKULAM,infrastructure,drinking_water,39.77
Andhra Pradesh,VISAKHAPATNAM,infrastructure,drinking_water,56.56
Andhra Pradesh,VIZIANAGARAM,infrastructure,drinking_water,34.84
Andhra Pradesh,WEST GODAVARI,infrastructure,drinking_water,46.05
Arunachal Pradesh,ANJAW,infrastructure,drinking_water,0.91
Arunachal Pradesh,CAPITAL COMPLEX ITANAGAR,infrastructure,drinking_water,1.42
Arunachal Pradesh,CHANGLANG,infrastructure,drinking_water,3.46
Arunachal Pradesh,DIBANG VALLEY,infrastructure,drinking_water,0.25
Arunachal Pradesh,EAST KAMENG,infrastructure,drinking_water,1.92
Arunachal Pradesh,EAST SIANG,infrastructure,drinking_water,1.62
Arunachal Pradesh,KAMLE,infrastructure,drinking_water,1.26
Arunachal Pradesh,KRA DADI,infrastructure,drinking_water,1.32
Arunachal Pradesh,KURUNG KUMEY,infrastructure,drinking_water,1.21
Arunachal Pradesh,LEPA RADA,infrastructure,drinking_water,0.63
Arunachal Pradesh,LOHIT,infrastructure,drinking_water,1.05
Arunachal Pradesh,LONGDING,infrastructure,drinking_water,1.07
Arunachal Pradesh,LOWER DIBANG VALLEY,infrastructure,drinking_water,1.01
Arunachal Pradesh,LOWER SIANG,infrastructure,drinking_water,0.82
Arunachal Pradesh,LOWER SUBANSIRI,infrastructure,drinking_water,1.5
Arunachal Pradesh,NAMSAI,infrastructure,drinking_water,2.21
Arunachal Pradesh,PAKKE KESSANG,infrastructure,drinking_water,0.51
Arunachal Pradesh,PAPUM PARE,infrastructure,drinking_water,2.64
Arunachal Pradesh,SHI YOMI,infrastructure,drinking_water,0.44
Arunachal Pradesh,SIANG,infrastructure,drinking_water,1.07
Arunachal Pradesh,TAWANG,infrastructure,drinking_water,1.31
Arunachal Pradesh,TIRAP,infrastructure,drinking_water,1.45
Arunachal Pradesh,UPPER SIANG,infrastructure,drinking_water,1.26
Arunachal Pradesh,UPPER SUBANSIRI,infrastructure,drinking_water,2.5
Arunachal Pradesh,WEST KAMENG,infrastructure,drinking_water,2.36
Arunachal Pradesh,WEST SIANG,infrastructure,drinking_water,1.46
Assam,BAKSA,infrastructure,drinking_water,23.16
Assam,BARPETA,infrastructure,drinking_water,34.44
Assam,BISWANATH,infrastructure,drinking_water,14.81
Assam,BONGAIGAON,infrastructure,drinking_water,15.02
Assam,CACHAR,infrastructure,drinking_water,30.49
Assam,CHARAIDEO,infrastructure,drinking_water,9.04
Assam,CHIRANG,infrastructure,drinking_water,12.54
Assam,DARRANG,infrastructure,drinking_water,17.36
Assam,DHEMAJI,infrastructure,drinking_water,21.86
Assam,DHUBRI,infrastructure,drinking_water,34.32
Assam,DIBRUGARH,infrastructure,drinking_water,21.06
Assam,DIMA HASAO,infrastructure,drinking_water,10.74
Assam,GOALPARA,infrastructure,drinking_water,24.58
Assam,GOLAGHAT,infrastructure,drinking_water,20.24
Assam,HAILAKANDI,infrastructure,drinking_water,27.88
Assam,HOJAI,infrastructure,drinking_water,12.48
Assam,JORHAT,infrastructure,drinking_water,17.83
Assam,KAMRUP-METRO,infrastructure,drinking_water,11.22
Assam,KAMRUP-RURAL,infrastructure,drinking_water,30.94
Assam,KARBI ANGLONG,infrastructure,drinking_water,17.9
Assam,KARIMGANJ,infrastructure,drinking_water,29.18
Assam,KOKRAJHAR,infrastructure,drinking_water,26.34
Assam,LAKHIMPUR,infrastructure,drinking_water,31.58
Assam,MAJULI,infrastructure,drinking_water,8.7
Assam,MORIGAON,infrastructure,drinking_water,18.7
Assam,NAGAON,infrastructure,drinking_water,31.71
Assam,NALBARI,infrastructure,drinking_water,17.57
Assam,SIBSAGAR,infrastructure,drinking_water,16.47
Assam,SONITPUR,infrastructure,drinking_water,16.84
Assam,SOUTH SALMARA-MANKACHAR,infrastructure,drinking_water,8.43
Assam,TINSUKIA,infrastructure,drinking_water,18.47
Assam,UDALGURI,infrastructure,drinking_water,17.39
Assam,WEST KARBI ANGLONG,infrastructure,drinking_water,9.78
Bihar,ARARIA,infrastructure,drinking_water,25.92
Bihar,ARWAL,infrastructure,drinking_water,7.31
Bihar,AURANGABAD (BIHAR),infrastructure,drinking_water,25.52
Bihar,BANKA,infrastructure,drinking_water,24.15
Bihar,BEGUSARAI,infrastructure,drinking_water,19.96
Bihar,BHAGALPUR,infrastructure,drinking_water,23.05
Bihar,BHOJPUR,infrastructure,drinking_water,25.09
Bihar,BUXAR,infrastructure,drinking_water,15.83
Bihar,DARBHANGA,infrastructure,drinking_water,30.62
Bihar,GAYA,infrastructure,drinking_water,40.72
Bihar,GOPALGANJ,infrastructure,drinking_water,22.24
Bihar,JAMUI,infrastructure,drinking_water,19.38
Bihar,JEHANABAD,infrastructure,drinking_water,10.49
Bihar,KAIMUR (BHABUA),infrastructure,drinking_water,14.27
Bihar,KATIHAR,infrastructure,drinking_water,25.63
Bihar,KHAGARIA,infrastructure,drinking_water,12.1
Bihar,KISHANGANJ,infrastructure,drinking_water,19.53
Bihar,LAKHISARAI,infrastructure,drinking_water,9.95
Bihar,MADHEPURA,infrastructure,drinking_water,19.78
Bihar,MADHUBANI,infrastructure,drinking_water,36.81
Bihar,MUNGER,infrastructure,drinking_water,12.71
Bihar,MUZAFFARPUR,infrastructure,drinking_water,38.27
Bihar,NALANDA,infrastructure,drinking_water,30.43
Bihar,NAWADA,infrastructure,drinking_water,21.23
Bihar,PASHCHIM CHAMPARAN,infrastructure,drinking_water,34.31
Bihar,PATNA,infrastructure,drinking_water,45.53
Bihar,PURBA CHAMPARAN,infrastructure,drinking_water,40.42
Bihar,PURNIA,infrastructure,drinking_water,28.39
Bihar,ROHTAS,infrastructure,drinking_water,27.79
Bihar,SAHARSA,infrastructure,drinking_water,17.82
Bihar,SAMASTIPUR,infrastructure,drinking_water,31.59
Bihar,SARAN,infrastructure,drinking_water,31.52
Bihar,SHEIKHPURA,infrastructure,drinking_water,6.19
Bihar,SHEOHAR,infrastructure,drinking_water,4.73
Bihar,SITAMARHI,infrastructure,drinking_water,25.52
Bihar,SIWAN,infrastructure,drinking_water,29.9
Bihar,SUPAUL,infrastructure,drinking_water,21.45
Bihar,VAISHALI,infrastructure,drinking_water,26.6
Chandigarh,CHANDIGARH,infrastructure,drinking_water,2.29
Chhattisgarh,BALOD,infrastructure,drinking_water,15.86
Chhattisgarh,BALODABAZAR,infrastructure,drinking_water,23.76
Chhattisgarh,BALRAMPUR,infrastructure,drinking_water,22.66
Chhattisgarh,BASTER,infrastructure,drinking_water,25.11
Chhattisgarh,BEMETARA,infrastructure,drinking_water,14.69
Chhattisgarh,BIJAPUR,infrastructure,drinking_water,8.11
